review_id,review_text,rating,sentiment_score
1495,Two them on guess phone good explain factor race here. The delivery was fast! The delivery was fast! The delivery was fast!,1.8,3
1496,Bar statement ability attack church certainly push yes reflect force. Highly recommend Highly recommend Highly recommend,4,2
1497,Remember shoulder might position forget reality star type degree increase control. Highly recommend Highly recommend Highly recommend,2.2,3
1498,Wait year project end party account real week professor protect. Highly recommend Highly recommend Highly recommend,2.6,4
1499,Add catch staff tend each compare mission since you option. Great service Great service Great service,1.4,0
1500,Although simple Mrs case to education purpose soldier. Awful delay Awful delay Awful delay,3.8,-6
1501,Money lose process deal eye history. Great service Great service Great service,2.6,-1
1502,Case from reach suffer hour bring management trade. Great service Great service Great service,2.8,-1
1503,Window enough his eight peace white order want head for represent natural bad. Awful delay Awful delay Awful delay,1,-6
1504,Finish establish together where spend also feeling sing cover. Awful delay Awful delay Awful delay,5,-6
1505,Catch current line plan difference of reduce beat lot month. Food was cold Food was cold Food was cold,1.7,-3
1506,Civil play open middle despite provide consider catch husband themselves base experience nature. Highly recommend Highly recommend Highly recommend,2.5,3
1507,Financial budget skin hotel democratic education identify blue determine under while. Driver was polite Driver was polite Driver was polite,2.3,3
1508,Growth while figure office rate back account hospital. Highly recommend Highly recommend Highly recommend,3.7,3
1509,Smile operation game reach evidence institution I tax gas. Awful delay Awful delay Awful delay,3.5,-5
1510,Seek floor what pressure quality building figure speech. Awful delay Awful delay Awful delay,1.6,-6
1511,Third natural market ok whom by animal whatever serious support however. Highly recommend Highly recommend Highly recommend,3.8,4
1512,Form do among teach behind rule much. Great service Great service Great service,4.5,0
1513,Seek especially late according poor government stand mission traditional. Driver was polite Driver was polite Driver was polite,1.9,2
1514,Alone last real power line person stay thing southern control. Food was cold Food was cold Food was cold,4.5,-3
1515,Evidence ago reveal theory both red authority personal money key. Food was cold Food was cold Food was cold,2.4,-3
1516,His outside building area heart study issue education. Highly recommend Highly recommend Highly recommend,3.4,2
1517,Whose than wish approach house test attack relate heart certain. Driver was polite Driver was polite Driver was polite,4.2,2
1518,Suggest close standard thank argue certain education effect city find clearly. Driver was polite Driver was polite Driver was polite,1.4,3
1519,Information my drug type TV sea magazine role within use movie. The delivery was fast! The delivery was fast! The delivery was fast!,1,3
1520,Now certainly court middle cell man thing idea ball. Food was cold Food was cold Food was cold,3.1,-3
1521,Think white walk treat present especially paper fill place avoid rock star. Great service Great service Great service,3.1,0
1522,Stand college agree important short doctor continue. The delivery was fast! The delivery was fast! The delivery was fast!,3.7,3
1523,Car decide lead reach response certainly Mr receive. Food was cold Food was cold Food was cold,4.4,-2
1524,Scene practice behind fall necessary individual about against likely notice big reality result. Awful delay Awful delay Awful delay,1.9,-7
1525,Pick after travel financial feeling enough investment voice power. Great service Great service Great service,3.4,0
1526,Rate seat catch happy experience which keep. The delivery was fast! The delivery was fast! The delivery was fast!,2.8,4
1527,Language player fear writer between detail owner record might position. Driver was polite Driver was polite Driver was polite,2.1,2
1528,Debate follow officer perhaps Congress reality hope leg. Great service Great service Great service,1.2,0
1529,Deep recently sign teacher win style we realize enough. Driver was polite Driver was polite Driver was polite,3.1,4
1530,Single beyond become food amount strategy office smile leader direction late brother hand. Driver was polite Driver was polite Driver was polite,1.1,4
1531,Parent car manage maintain style blood term head beat reflect three blue. Food was cold Food was cold Food was cold,1.6,-3
1532,General response hard then white effect. Great service Great service Great service,2.8,-1
1533,Police pressure of actually establish instead hundred gun. Awful delay Awful delay Awful delay,2.7,-6
1534,Bank since position can system here compare debate management management until media. Highly recommend Highly recommend Highly recommend,4.1,3
1535,Bring son food mention them finally some beyond kid simple themselves effort third. Food was cold Food was cold Food was cold,5,-3
1536,Four despite half run four want statement race know. Awful delay Awful delay Awful delay,4.2,-6
1537,Degree eat writer beautiful election impact. Food was cold Food was cold Food was cold,2.5,-2
1538,Pay national type gun visit think born blood shoulder peace end. Awful delay Awful delay Awful delay,3.4,-5
1539,Mission contain thing bill rest large heart example institution north gas represent play. Food was cold Food was cold Food was cold,1.5,-3
1540,Personal sport benefit specific life author up college. Great service Great service Great service,3.5,1
1541,Mother brother son shake system customer yard arrive career those animal firm. Awful delay Awful delay Awful delay,2.2,-7
1542,Lawyer support sometimes fact world must total account have approach. The delivery was fast! The delivery was fast! The delivery was fast!,4.5,4
1543,Exactly service where eight low player. Highly recommend Highly recommend Highly recommend,2.2,3
1544,Spring civil officer much determine eye. The delivery was fast! The delivery was fast! The delivery was fast!,3.2,3
1545,Moment southern crime state hand pattern air career. The delivery was fast! The delivery was fast! The delivery was fast!,2.7,2
1546,In relate evidence different son a whom ten stop letter bad strategy soldier. The delivery was fast! The delivery was fast! The delivery was fast!,2.6,2
1547,Effect short concern work prove actually life say whom old could. The delivery was fast! The delivery was fast! The delivery was fast!,3.1,2
1548,Year white without particular perform thus room where. The delivery was fast! The delivery was fast! The delivery was fast!,4.9,3
1549,Mean month until office traditional tonight. Food was cold Food was cold Food was cold,3.7,-3
1550,Spring may identify tell soon become herself improve hair they. Awful delay Awful delay Awful delay,4.1,-5
1551,Child music through best need late something character beautiful. The delivery was fast! The delivery was fast! The delivery was fast!,1.3,4
1552,Behind common doctor simple least inside spring good ahead water Democrat business. Great service Great service Great service,3.3,0
1553,Information land particular national itself technology read international well appear avoid month minute. Awful delay Awful delay Awful delay,3.2,-6
1554,Edge them five fish fly deal might front animal maintain while. Food was cold Food was cold Food was cold,4.2,-3
1555,Material spring subject sell investment mission let. Great service Great service Great service,4,0
1556,Attorney wrong medical fall institution particularly heavy join strategy first quite teacher. Highly recommend Highly recommend Highly recommend,2.3,1
1557,Impact ever can close stock strategy among lawyer. Driver was polite Driver was polite Driver was polite,3.6,3
1558,Within national win response bring will. Highly recommend Highly recommend Highly recommend,2.1,4
1559,Control thank join agency institution mouth half. The delivery was fast! The delivery was fast! The delivery was fast!,2.9,3
1560,Would thousand identify piece trade remain. Highly recommend Highly recommend Highly recommend,3.3,3
1561,Personal chair cover these through art pressure. The delivery was fast! The delivery was fast! The delivery was fast!,2.2,3
1562,Relate west around big item sea example. Great service Great service Great service,1.7,0
1563,Commercial television run less author sometimes some remember. Driver was polite Driver was polite Driver was polite,1.9,3
1564,Suddenly human daughter manager final late so each exist. The delivery was fast! The delivery was fast! The delivery was fast!,1.8,3
1565,None sort type food under best must eye record indicate piece. Driver was polite Driver was polite Driver was polite,4.8,3
1566,Ago body material spring small his modern. The delivery was fast! The delivery was fast! The delivery was fast!,2.3,4
1567,Because mission try once teach front. The delivery was fast! The delivery was fast! The delivery was fast!,3.8,3
1568,Property dark gun upon appear full better say why long today care. Highly recommend Highly recommend Highly recommend,1.5,2
1569,Car ready recognize make offer address present image scientist ground million point. Highly recommend Highly recommend Highly recommend,4.1,4
1570,Example pay follow born oil at camera choice glass same. Driver was polite Driver was polite Driver was polite,2.4,3
1571,Time rest economic near decision wife raise appear factor. Highly recommend Highly recommend Highly recommend,2.7,3
1572,Provide whole try true surface who five offer gas who ability ask who. The delivery was fast! The delivery was fast! The delivery was fast!,4.2,3
1573,Nor be happen president near read effort. Highly recommend Highly recommend Highly recommend,2.2,3
1574,Couple marriage situation hand write option some add realize. The delivery was fast! The delivery was fast! The delivery was fast!,4.1,3
1575,Talk consider surface participant whether reflect end want economy arm its watch concern. Driver was polite Driver was polite Driver was polite,4.7,2
1576,Try both north high drug author budget economy better role man. Food was cold Food was cold Food was cold,3,-3
1577,Suffer pretty operation total candidate which pattern impact fund major. Great service Great service Great service,4.9,0
1578,Relationship travel firm available individual actually north attorney next instead son. The delivery was fast! The delivery was fast! The delivery was fast!,1.6,3
1579,Treatment section official exist attorney someone fill enjoy executive cultural ahead political themselves. Driver was polite Driver was polite Driver was polite,3.4,4
1580,Writer clear amount meeting current player fill write during arm great though open. Highly recommend Highly recommend Highly recommend,1.1,3
1581,Will book pressure ago word shake. Awful delay Awful delay Awful delay,2.9,-7
1582,High me important walk record sit beat wait same. Highly recommend Highly recommend Highly recommend,4.8,3
1583,Far thought parent development hundred watch western serve continue bit. The delivery was fast! The delivery was fast! The delivery was fast!,4.3,3
1584,Store consumer method current coach address machine learn position information walk debate right. Highly recommend Highly recommend Highly recommend,2.9,3
1585,Worker where employee himself way source himself book however customer all through teach. Driver was polite Driver was polite Driver was polite,3.2,3
1586,Ready foreign blood performance mouth rate reveal very color society director. Awful delay Awful delay Awful delay,2,-5
1587,Operation trip develop kitchen assume them wife apply. The delivery was fast! The delivery was fast! The delivery was fast!,3,3
1588,American will body responsibility no foot over economy other treatment poor. The delivery was fast! The delivery was fast! The delivery was fast!,4.2,2
1589,Trouble administration for left trouble wonder while impact less experience on. Awful delay Awful delay Awful delay,3.8,-8
1590,Network but tree be item local without after senior road. The delivery was fast! The delivery was fast! The delivery was fast!,2.4,3
1591,Hard call music smile various act tax letter the article perform laugh. Great service Great service Great service,4.5,0
1592,Cup author long possible long because huge today church national. Food was cold Food was cold Food was cold,3.6,-3
1593,Hotel prove past partner special year specific guy remain it late article. Awful delay Awful delay Awful delay,3.6,-6
1594,Garden scene age many boy information serve role. Driver was polite Driver was polite Driver was polite,3.9,3
1595,Policy source society ground painting toward young under population trouble sister analysis subject travel. Great service Great service Great service,1.4,-1
1596,Woman pressure unit big return according red church wrong. The delivery was fast! The delivery was fast! The delivery was fast!,1.6,2
1597,Affect write sell report its image one whose card energy bring occur. Driver was polite Driver was polite Driver was polite,4.9,3
1598,Management family draw pay stage occur rest floor. The delivery was fast! The delivery was fast! The delivery was fast!,4.1,3
1599,Pay system can outside threat language successful. Highly recommend Highly recommend Highly recommend,1.7,3
1600,Also risk live sound actually voice color site save a person wall. Awful delay Awful delay Awful delay,1.8,-7
1601,Stuff man no affect model player. Great service Great service Great service,2.7,0
1602,Evening strong center of stop bag risk explain product more win wear good. Food was cold Food was cold Food was cold,2.2,-2
1603,True never usually ever boy appear speech amount poor pretty however hair more. Highly recommend Highly recommend Highly recommend,3,3
1604,Key describe many top long bad have myself sell picture say away. Great service Great service Great service,4.4,0
1605,Anything scene career including space which democratic bed. Highly recommend Highly recommend Highly recommend,2.3,3
1606,Fire management item whose laugh town current because. Food was cold Food was cold Food was cold,4.4,-3
1607,Responsibility two quickly culture reflect test cut. Great service Great service Great service,2.5,0
1608,Discover picture spring news first Mr position make deep part above voice big. The delivery was fast! The delivery was fast! The delivery was fast!,3.4,3
1609,Home him effect box event how produce rule. Highly recommend Highly recommend Highly recommend,1,3
1610,Republican tax media successful officer impact. Driver was polite Driver was polite Driver was polite,2.2,4
1611,Country better determine recognize lay general teacher small order prepare similar civil bed both. Highly recommend Highly recommend Highly recommend,3.3,3
1612,State many yeah white outside study simple stuff two successful vote operation. Awful delay Awful delay Awful delay,2,-5
1613,Not about customer detail itself cold she. Food was cold Food was cold Food was cold,1.2,-4
1614,Want state he how tough by single relate company price. Great service Great service Great service,2.2,1
1615,Near Mrs song art radio environmental theory law idea production one sound. Awful delay Awful delay Awful delay,2.1,-6
1616,Activity decade of trade produce fight. Awful delay Awful delay Awful delay,4.9,-6
1617,Who matter itself stuff according energy pressure any cut. Food was cold Food was cold Food was cold,4.5,-3
1618,Make east goal grow American what trouble. The delivery was fast! The delivery was fast! The delivery was fast!,4.4,2
1619,Cell seem weight feeling read treatment stage process animal. Great service Great service Great service,2.7,0
1620,Admit century source both learn majority spend next. Food was cold Food was cold Food was cold,1.1,-3
1621,Ability dark season police participant ten moment pressure as word generation. Great service Great service Great service,4.6,-1
1622,Anything base word would rate remember course wrong door good fund about look. Driver was polite Driver was polite Driver was polite,2,2
1623,Begin almost lead final wait when seven race short measure. Awful delay Awful delay Awful delay,4,-5
1624,Carry here let game degree experience party wall west arm best debate under. Awful delay Awful delay Awful delay,2,-6
1625,Same once never gun buy black get. Great service Great service Great service,3.5,0
1626,Behind hold suddenly stop science itself cause. Awful delay Awful delay Awful delay,1.2,-6
1627,Off budget have six ten may election. Food was cold Food was cold Food was cold,2,-3
1628,Recently game its improve sense enough authority require PM hold. Food was cold Food was cold Food was cold,1.9,-2
1629,Hundred either carry focus president then name entire Mr analysis research think. Highly recommend Highly recommend Highly recommend,4.9,3
1630,Church discover agency public six computer. The delivery was fast! The delivery was fast! The delivery was fast!,1.2,3
1631,Staff quite science option represent project small involve raise. Great service Great service Great service,4.2,0
1632,Board discuss deal others must free piece nothing much. Great service Great service Great service,1.4,1
1633,Among off health what firm add those might political guess attention suffer section. Driver was polite Driver was polite Driver was polite,1.4,2
1634,Type short force should unit drive. Great service Great service Great service,1.5,0
1635,Through young garden hundred special argue. Great service Great service Great service,4.5,0
1636,Community make truth base maintain begin personal development end. Driver was polite Driver was polite Driver was polite,1.4,3
1637,Support majority whom why way answer relationship something subject avoid own. Driver was polite Driver was polite Driver was polite,5,4
1638,Sister tax really military analysis there create. Great service Great service Great service,3.7,0
1639,Generation actually debate name back parent very way community. Food was cold Food was cold Food was cold,4.8,-3
1640,Identify cup ready hospital teach middle simple change price federal admit American never. Food was cold Food was cold Food was cold,2.9,-2
1641,Image government board human rule or everyone only about half radio until. Driver was polite Driver was polite Driver was polite,2.6,3
1642,Real record medical floor hour voice painting seven long under cold scientist. Awful delay Awful delay Awful delay,1.9,-7
1643,Result bill leave lawyer yard ball mother central. Awful delay Awful delay Awful delay,2.2,-6
1644,At industry past area hold view best again. Highly recommend Highly recommend Highly recommend,5,3
1645,Team hotel within standard site newspaper other memory thank. Awful delay Awful delay Awful delay,1.2,-6
1646,Body travel into quality economy trade man go. The delivery was fast! The delivery was fast! The delivery was fast!,3.8,3
1647,Rock thus contain four help actually believe we know bill claim morning. Food was cold Food was cold Food was cold,4.8,-3
1648,Bag cause peace include five no. Highly recommend Highly recommend Highly recommend,1.2,4
1649,Time eat food base cell family their where style pick. Great service Great service Great service,1.7,0
1650,Understand card coach third seat various high me study three minute week. Awful delay Awful delay Awful delay,1.7,-6
1651,Son interest red you relationship operation a skin hour. The delivery was fast! The delivery was fast! The delivery was fast!,3,3
1652,A notice big parent main full property be happy apply model strategy land. The delivery was fast! The delivery was fast! The delivery was fast!,3.7,4
1653,Step character scientist article voice structure family several mission few beyond success. The delivery was fast! The delivery was fast! The delivery was fast!,2.6,4
1654,Value early build movie light cause wait that medical appear act oil seek. Food was cold Food was cold Food was cold,1.5,-3
1655,Fill talk skin law special firm say energy almost. Highly recommend Highly recommend Highly recommend,2.8,3
1656,See building sport stuff amount through half. The delivery was fast! The delivery was fast! The delivery was fast!,3.1,3
1657,Example environmental especially ball friend I friend cover. Highly recommend Highly recommend Highly recommend,2.7,3
1658,Position assume indeed inside low mouth bit trial talk size step. Great service Great service Great service,4.8,0
1659,Challenge easy election middle kid sense design order first. Food was cold Food was cold Food was cold,2.6,-2
1660,Agreement before defense a surface store. Awful delay Awful delay Awful delay,4.7,-6
1661,Simply ability want six fire choice win dinner. Awful delay Awful delay Awful delay,1.1,-5
1662,Television watch natural away system someone like five of with must consumer. Food was cold Food was cold Food was cold,4.3,-3
1663,Authority church share accept plan which action. The delivery was fast! The delivery was fast! The delivery was fast!,3,3
1664,Prove arm expert major past drug statement Mrs much best. Food was cold Food was cold Food was cold,1.8,-3
1665,Time medical mind become usually charge forward air president but. Great service Great service Great service,4.3,0
1666,Better teach even material operation true else a. Driver was polite Driver was polite Driver was polite,1.6,3
1667,Table of recently report five my dream nor impact walk scene remember smile. Driver was polite Driver was polite Driver was polite,2.2,4
1668,Middle carry indicate option work national perform brother culture. Food was cold Food was cold Food was cold,2.5,-3
1669,Buy staff report wind style stop boy. Awful delay Awful delay Awful delay,2.1,-6
1670,Trial surface step lay play with son government rule country financial wait often. Awful delay Awful delay Awful delay,4.6,-6
1671,Me good within win their anyone oil our kind safe fill. Food was cold Food was cold Food was cold,2.4,-1
1672,Something occur answer various line style none resource win even bring kid million. Food was cold Food was cold Food was cold,4.4,-2
1673,Good already husband cause religious about age city. Driver was polite Driver was polite Driver was polite,3.1,3
1674,Charge guy thought type difficult team maybe man. Great service Great service Great service,1.7,-1
1675,Or place off author lot body raise into. Food was cold Food was cold Food was cold,3.6,-3
1676,Box miss add population bit particular choice never even article. Food was cold Food was cold Food was cold,3.3,-4
1677,Space however door first dinner stuff owner enough sound realize so power. Great service Great service Great service,4.6,0
1678,Manager design boy American side area wonder who though. Awful delay Awful delay Awful delay,4.2,-6
1679,Condition north spring tonight here issue. Food was cold Food was cold Food was cold,3.8,-4
1680,Project traditional less full structure green add discussion yes blood authority. Great service Great service Great service,1.2,0
1681,Know activity truth oil bad sense ask party include those expert. Great service Great service Great service,3.7,-1
1682,Democratic good buy player eat carry sing news group hour. Highly recommend Highly recommend Highly recommend,3.4,3
1683,Rise pressure argue resource upon then property admit other brother through real. Driver was polite Driver was polite Driver was polite,4,3
1684,And stop pay show possible prepare kitchen hold American or account wife. Driver was polite Driver was polite Driver was polite,2.5,3
1685,Anything source compare evening anyone result statement huge trip through social house former. Driver was polite Driver was polite Driver was polite,1.1,3
1686,Buy example theory upon guess history big talk role house him treatment. The delivery was fast! The delivery was fast! The delivery was fast!,4.9,3
1687,Wall professor owner more cell certainly different travel others suddenly leave indeed. Food was cold Food was cold Food was cold,2.2,-3
1688,Who bank organization idea school ability real behind safe. The delivery was fast! The delivery was fast! The delivery was fast!,4.5,4
1689,Father trial state every cup hot worker set direction tonight. Highly recommend Highly recommend Highly recommend,4.3,4
1690,Conference class question special prove friend carry just beautiful for already huge when. Highly recommend Highly recommend Highly recommend,4.7,4
1691,Its edge people fast research generation son have. Awful delay Awful delay Awful delay,3.9,-5
1692,Box season two bring many animal foot feeling statement continue. Awful delay Awful delay Awful delay,3,-6
1693,Almost ahead green wait customer just. The delivery was fast! The delivery was fast! The delivery was fast!,2.5,3
1694,Life local civil grow wall baby sometimes easy meeting area let pay run nearly. Driver was polite Driver was polite Driver was polite,4.6,4
1695,Security act yes suffer receive step seat agree simply mission remain. The delivery was fast! The delivery was fast! The delivery was fast!,1.2,2
1696,Ten discover service me wish goal. Food was cold Food was cold Food was cold,3,-3
1697,Generation while increase task threat mention include assume. Driver was polite Driver was polite Driver was polite,3.7,2
1698,Cover read me word yes alone leader box. Awful delay Awful delay Awful delay,2.2,-6
1699,Adult kind everything law happen body. Highly recommend Highly recommend Highly recommend,4.6,3
1700,Save support soldier grow public newspaper rate best. Awful delay Awful delay Awful delay,1.1,-5
1701,His member rate person indicate green. Highly recommend Highly recommend Highly recommend,3,3
1702,Require drive thousand improve people style treat law. The delivery was fast! The delivery was fast! The delivery was fast!,4.1,4
1703,Chance follow become rule man close southern score. The delivery was fast! The delivery was fast! The delivery was fast!,4.3,3
1704,Your bed easy mouth mention professional early commercial agency skill plant garden. Food was cold Food was cold Food was cold,1.3,-1
1705,Impact Congress discover structure once father fast there especially travel sit prevent. Great service Great service Great service,3.8,1
1706,Democrat him ago conference we church. Highly recommend Highly recommend Highly recommend,3.2,3
1707,Figure than call sense cause we another eight. Driver was polite Driver was polite Driver was polite,4.4,3
1708,Number according should American whether about group research worry eye example there reveal last. The delivery was fast! The delivery was fast! The delivery was fast!,3,2
1709,Million knowledge state identify whatever need follow option table public kid. Driver was polite Driver was polite Driver was polite,4.3,3
1710,Tv individual return offer successful recently. The delivery was fast! The delivery was fast! The delivery was fast!,4.4,4
1711,Might five drug perhaps reach agency lot information red itself happy worker. The delivery was fast! The delivery was fast! The delivery was fast!,1.3,4
1712,Difficult may member result brother usually. The delivery was fast! The delivery was fast! The delivery was fast!,4.6,2
1713,Voice machine knowledge woman attorney company. Highly recommend Highly recommend Highly recommend,4.9,3
1714,Book decade thought much its eight affect. The delivery was fast! The delivery was fast! The delivery was fast!,2.9,3
1715,Hour bring court senior drop dinner fire nothing stay lot billion next term. Awful delay Awful delay Awful delay,2.1,-6
1716,Voice character song have stop face interest long second would six group action. Great service Great service Great service,2.7,0
1717,Where pull child really stop score go experience. Driver was polite Driver was polite Driver was polite,3.4,3
1718,Cause can perform history free control plan dark wide assume. Awful delay Awful delay Awful delay,2.6,-6
1719,Sea price enter number nothing section accept. Great service Great service Great service,1.6,0
1720,Only city necessary evening local various about business kitchen represent again. Driver was polite Driver was polite Driver was polite,3.2,3
1721,Evidence drop money person common drop in return your general recently agency test. Highly recommend Highly recommend Highly recommend,2.5,3
1722,Draw weight another develop camera sound pressure between surface never. Highly recommend Highly recommend Highly recommend,1.7,3
1723,Here compare to stop down raise act sea child factor. Driver was polite Driver was polite Driver was polite,4.3,3
1724,Choose response room model usually fire whole someone somebody school western sometimes. Great service Great service Great service,4.1,0
1725,Most role join rule star instead popular trouble little whose rule station. Awful delay Awful delay Awful delay,2.4,-6
1726,Yet yet especially task or accept state. Food was cold Food was cold Food was cold,2.2,-3
1727,Act fund name career imagine close break blood point. Food was cold Food was cold Food was cold,3.9,-4
1728,Minute color matter fire seek line movie. Food was cold Food was cold Food was cold,1.4,-3
1729,Hotel main throughout detail book street almost everyone sing computer cup fund suddenly whose. The delivery was fast! The delivery was fast! The delivery was fast!,2.3,3
1730,Pressure any ball late evidence third garden machine within fine store. Great service Great service Great service,2.2,1
1731,Opportunity success mother happy eye group media manage community with game art. The delivery was fast! The delivery was fast! The delivery was fast!,1.9,5
1732,Song weight foot book begin page something control. The delivery was fast! The delivery was fast! The delivery was fast!,4.7,3
1733,Apply town able product treatment its start scientist possible. Driver was polite Driver was polite Driver was polite,1.8,3
1734,Stage you unit job one truth computer edge so middle decade. Food was cold Food was cold Food was cold,1.1,-3
1735,Buy art beyond direction long be. Highly recommend Highly recommend Highly recommend,1.3,3
1736,Operation just position allow benefit ability road tree discover nearly out. Great service Great service Great service,4.2,1
1737,Truth table analysis bed rest several not employee share skill floor go. Highly recommend Highly recommend Highly recommend,4.6,4
1738,Between identify dinner hospital rich own group clear west field voice situation. The delivery was fast! The delivery was fast! The delivery was fast!,2.5,4
1739,Film themselves like whole size play include mean even responsibility assume game reason. Awful delay Awful delay Awful delay,3,-6
1740,Choice compare certainly town trip course. Food was cold Food was cold Food was cold,3.5,-3
1741,Worker strategy where three growth enough statement Congress right perform attention bad entire. Great service Great service Great service,2.7,-1
1742,Success age need small toward rule outside guess stand ready seek onto easy. Food was cold Food was cold Food was cold,3.5,0
1743,Product easy moment into stay raise. Driver was polite Driver was polite Driver was polite,4.6,4
1744,Oil big agreement music perhaps Democrat possible full. The delivery was fast! The delivery was fast! The delivery was fast!,4.2,3
1745,Administration professional security responsibility local above great treatment serious. The delivery was fast! The delivery was fast! The delivery was fast!,2.2,3
1746,Record end seat father pick room also long move song party source find. Great service Great service Great service,1.1,0
1747,Walk may traditional help throughout such sell media must southern forward thought. Highly recommend Highly recommend Highly recommend,3.2,3
1748,Third however red if eye interesting per. Driver was polite Driver was polite Driver was polite,1.9,3
1749,Reason tax nearly top card wall their. Highly recommend Highly recommend Highly recommend,1.5,4
1750,Something expert character senior book treatment significant security wide memory heavy response travel. Awful delay Awful delay Awful delay,1.3,-5
1751,War you television per accept ground traditional paper year fast two talk language. Great service Great service Great service,2.2,1
1752,Expert more from finish inside game. Great service Great service Great service,4.6,0
1753,Sure article himself follow risk order effect simply. Great service Great service Great service,1.9,-1
1754,Defense who magazine million single leader woman. Highly recommend Highly recommend Highly recommend,4.7,3
1755,Spend stage figure success sell energy. Great service Great service Great service,2.4,1
1756,Court off mother worker produce style will challenge either safe tell commercial. Food was cold Food was cold Food was cold,1.4,-2
1757,Church now run team product source late need really job soldier him government. Great service Great service Great service,4.2,0
1758,Evidence movie war college economic beyond east training lawyer movie TV. Food was cold Food was cold Food was cold,1.6,-3
1759,Imagine morning her adult religious project effect instead activity health. Awful delay Awful delay Awful delay,2.8,-6
1760,Story argue measure fight sing there. Highly recommend Highly recommend Highly recommend,2,3
1761,Spring work hold choose research off administration people check either four seem probably. Great service Great service Great service,1.3,0
1762,Idea wall hundred himself try fly energy face middle maybe risk open. Food was cold Food was cold Food was cold,2.9,-4
1763,And note east type particularly include. Driver was polite Driver was polite Driver was polite,4.7,3
1764,Usually her then fish support stay when morning church tonight candidate describe national. Driver was polite Driver was polite Driver was polite,4,4
1765,Up expect animal people find speak. Highly recommend Highly recommend Highly recommend,1.1,3
1766,Information bed anyone eat girl at. Highly recommend Highly recommend Highly recommend,3.2,3
1767,Article likely window company system positive pull stuff state. Food was cold Food was cold Food was cold,4.3,-2
1768,Since idea its president high tell summer base example bit magazine order trial. Driver was polite Driver was polite Driver was polite,3.5,3
1769,Already start door black over hour land. Great service Great service Great service,1.9,0
1770,Sign rise analysis fast president difficult article adult know say defense best total. Awful delay Awful delay Awful delay,3.6,-6
1771,Board ground management reveal nothing by away traditional. Driver was polite Driver was polite Driver was polite,3.3,3
1772,Lawyer I dinner leg small yet near. Awful delay Awful delay Awful delay,2.3,-6
1773,Sure interest baby opportunity number common study put of. Driver was polite Driver was polite Driver was polite,2.7,3
1774,Yet now civil never who growth. The delivery was fast! The delivery was fast! The delivery was fast!,4.9,3
1775,When thus he whatever responsibility job site least structure popular. Awful delay Awful delay Awful delay,1.1,-5
1776,Rich popular worry big among always stuff first loss heart. Driver was polite Driver was polite Driver was polite,3.8,3
1777,Main task everybody institution case film hand wide good wall lot wear. Great service Great service Great service,3.2,0
1778,Buy agree daughter bad happen first hair shoulder. Awful delay Awful delay Awful delay,4.9,-7
1779,Much summer quality support remember develop then. Food was cold Food was cold Food was cold,3.1,-2
1780,Sort wonder head name learn or choice begin soldier. Awful delay Awful delay Awful delay,5,-6
1781,Individual team law at protect north likely would. Awful delay Awful delay Awful delay,1,-5
1782,Season candidate best everything probably there rate work prove film them tree. The delivery was fast! The delivery was fast! The delivery was fast!,4.3,3
1783,Human hot among not serve very customer. Driver was polite Driver was polite Driver was polite,4.3,4
1784,Ago alone memory administration study own whose. Great service Great service Great service,2.8,0
1785,During fire teach break challenge court. Food was cold Food was cold Food was cold,4.9,-4
1786,Play practice style member again cover help wind dog quite. Awful delay Awful delay Awful delay,3.4,-6
1787,Some others kind open behind finish. Great service Great service Great service,2.9,0
1788,Both wonder change issue same save. Highly recommend Highly recommend Highly recommend,2.6,2
1789,Star ever off speak officer because south mean chance action other herself knowledge. Great service Great service Great service,2.6,0
1790,Task order popular along computer that color. Driver was polite Driver was polite Driver was polite,3.8,4
1791,Save energy run catch purpose effect threat young method name fall sport. Driver was polite Driver was polite Driver was polite,3.3,1
1792,Again across practice rise arrive various where. The delivery was fast! The delivery was fast! The delivery was fast!,1.1,3
1793,Too word financial about method those goal like support cultural. Food was cold Food was cold Food was cold,2.1,-2
1794,Too reality yes see whatever law recognize thought we. Great service Great service Great service,4.7,0
1795,Financial determine wait over old cup. Highly recommend Highly recommend Highly recommend,1.1,3
1796,Resource gun I your language career agency. Food was cold Food was cold Food was cold,1.8,-3
1797,Age left old address form involve small. Driver was polite Driver was polite Driver was polite,1.5,3
1798,On process win machine across study other throughout leave partner event drop appear. Food was cold Food was cold Food was cold,2.2,-2
1799,Play detail oil in painting tax tree last heart. Great service Great service Great service,1.6,0
1800,Country station watch likely art maintain model never stuff it. The delivery was fast! The delivery was fast! The delivery was fast!,1.6,3
1801,Say whether happy begin skin ability event since forward board onto thought. Food was cold Food was cold Food was cold,2.1,-2
1802,Vote pattern expect whom expect allow suddenly left knowledge. Driver was polite Driver was polite Driver was polite,1.1,3
1803,Thing call finish drive that cover test light color civil deal ever anything decade. Highly recommend Highly recommend Highly recommend,3.2,3
1804,Tough power pressure hold dinner magazine detail kitchen executive. Driver was polite Driver was polite Driver was polite,1.9,4
1805,Community stuff too hit join seven. Highly recommend Highly recommend Highly recommend,4.8,3
1806,Its research leg reality season ask how. Great service Great service Great service,1.6,0
1807,Ten response TV think son sense sound too where try add. Driver was polite Driver was polite Driver was polite,3.4,3
1808,Skill town who traditional around care hear different most build woman moment. Highly recommend Highly recommend Highly recommend,2.1,4
